,Unnamed: 0,Unnamed: 0.1,user_ids,company_name,all_text,assist,balance_sc,benefit_sc,ca,contract,culture_sc,data,engineer,former_current,front,lead,management_sc,month_1,month_10,month_11,month_12,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,ny,other_states,overall_sc,research,security_sc,speacialist,support,test,wa,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,permanent,text_neg_score,text_neu_score,text_pos_score,num_neg_score,num_neu_score,num_pos_score,final_pbt_sc
10,60,11,cmp-review-003e147110957d72,Google,Google is a great company to work for. I was a contract employee so my time there was for a short period. I enjoyed the benefits from working at Google. The food is excellent and I loved there gymGoogle Review,0,0,0,1.0,1,0,0,0,1.0,1,0,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.622,0.378,0.0,0.0,0.0,0.189
11,64,13,cmp-review-ecf0363a10051103,Google,All days are typical how to be humble and free giving Don't know good internet coding 10 hours job good happy joyful no sadness always good no peepingComputer Engineer,0,5,5,0.0,1,5,0,1,1.0,0,0,5,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,5,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.31,0.406,0.284,0.0,0.0,1.0,0.487
12,68,14,cmp-review-f4b18b33f0d95480,Google,"If you want a workplace where you can take vacation whenever you want, and nobody cares how you dress to work, this is it.

It's such a big company tho, that it's very easy to get lost in the crowd in regards to your work standing out and advancement opportunities.Relaxed work atmosphere.",0,5,4,1.0,0,4,1,0,0.0,0,0,3,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,5,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.041,0.802,0.157,0.0,0.5,0.5,0.308
13,72,15,cmp-review-3ca8abe47356b5b3,Google,"i worked there for as temporary the problem there its only temporary, not for family needs, this job is only for singles, I was not totally 100% happy work there because thers alot of gossip, all i know was work,& wait for my pay checkit was ok, but i can rate 100%",0,3,3,1.0,1,3,0,0,1.0,0,0,3,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,3,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.127,0.841,0.031,0.0,1.0,0.0,-0.048
14,76,16,cmp-review-6035efc6e073f318,Google,I love that snacks and coffee are always available when the day gets stressful and there is no time to leave. The break room is not far from any work space.Love the snacks,0,4,4,0.0,0,4,0,0,1.0,0,0,4,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,4,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.172,0.72,0.108,0.0,0.5,0.5,0.218
15,80,17,cmp-review-90de7de2cc1b12de,Google,working here was alright. it was a contract position. you got free lunch and parking. the google full time employees were all condescending towards contractors. typical stuff.contract position,0,3,3,0.0,1,3,1,0,1.0,0,0,3,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,3,0,3,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.825,0.175,0.0,1.0,0.0,0.0875
16,84,20,cmp-review-88fec1f52b34bf8e,Google,"Great benefits, great people, innovative projects. A self-starting culture that runs like a large startup. Hardest part of the job is getting overwhelmed with multiple projects in a core role while juggling passionate side projects.Overall a good place to work",0,4,5,1.0,0,4,0,0,1.0,0,1,4,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,5,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.542,0.458,0.0,0.0,1.0,0.729
17,86,21,cmp-review-ea7a79965ad0c578,Google,"The environment is innovative and everyone has a voice. If the area in which you are involved is not an area of extreme expertise or knowledge, each person still has a voice. This leads to creative solutions AND sometimes drives the business a direction that won't work now and will work later. Course correcting happens a lot. We are a very young (1 yr old) hardware operations organization. Exciting times - it's just in the wrong geographic location for me.Collaborative environment",0,5,5,1.0,0,5,0,0,0.0,0,1,2,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,5,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.037,0.835,0.128,0.0,0.0,1.0,0.5455000000000001
18,88,23,cmp-review-6bffebb174a7fe87,Google,"I worked for Google Ad Words where the environment is very competitive which is fine with me all sales environments are competitive. The job was going well until we found out we were going to a quarterly commission base pay from a monthly. We were told that we were getting a raise to compensate for the change in pay but we were not given the raise. I understand the reason behind the team not getting the raise. As a unit we failed to meet certain goals so in turn our pay was cut short. I love the job overall though, working with clients to maximize account performance is fun and I've learned a lot working for Google Ad Words.Google Work Experience",0,5,4,0.0,0,5,0,0,0.0,0,0,4,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,4,0,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.085,0.771,0.144,0.0,0.5,0.5,0.2795
19,90,24,cmp-review-78afd01044886f37,Google,"Working at Google is great and there are not a lot of issues working there. However, the one area at Google that could have been improved upon was the work life balance. As I grew older, working long hours was not what I wanted to do. As I progressed through my career at Google, I struggled to maintain a great work/life balance and found it difficult to disconnect from work due to the fact that I was working on many high pressure, high visibility projects. Other than that, Google is a great place to work and it is what you make out of it.Google is a great place to work and advance your career",0,2,5,0.0,0,4,0,0,1.0,0,0,5,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,4,0,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.057,0.785,0.158,0.0,0.0,1.0,0.5505
20,92,25,cmp-review-38824e0bac5648fb,Google,"Typical Day: Working different tasks depending on demand

Management: Self Managed for the most Part

Hardest Part: Deciding on what to Eat

Most Enjoyable part: Playing Ping Pong on Break with CollegesFun working place",0,5,5,0.0,0,4,0,1,1.0,0,0,3,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,4,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.04,0.821,0.139,0.0,0.0,1.0,0.5495
21,94,26,cmp-review-e7fba671c9722669,Google,"Great place to work, amazing co-workers and job atmosphere, easy going people, free breakfast, lunch and dinner, only down fall about the job is that you have to go thru an temp agency, not a temp to perm position.Good work and life balance company",0,5,5,1.0,1,5,0,0,1.0,0,1,4,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,4,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.734,0.266,0.0,0.0,1.0,0.633
22,96,27,cmp-review-3ad515ec657460bc,Google,"Working at major tech companies through contract positions is a very effective and efficient way to get a head start on one's professional career.

The management and team on-site is very communicative and looks to help you grow as both an individual and working professional.

Networking is a key aspect of positions such as this and a lot of what you get from the role is what you make of it. My advice is to be outgoing, communicative, and always looking for ways to prove yourself.

I would definitely work here again if the opportunity arose.Fast Paced and Fun Work Environment",0,5,3,1.0,1,5,1,0,1.0,0,1,3,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,4,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.815,0.185,0.0,1.0,0.0,0.0925
23,98,28,cmp-review-8e0c41f96df492fa,Google,Get to see the world and eat for free. Weekly pay was decent especially with overtime. Going from one state to another was nice. Having $65 dollars per day for per diem was more than enough to eat daily. Paid five star hotels and new rental car vehicles. Hotel and rental car reward points was great!!!☺Productive fun place to work,1,5,4,0.0,1,4,0,1,1.0,0,0,3,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,5,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.02,0.782,0.199,0.0,0.5,0.5,0.3395
24,100,29,cmp-review-39b3297e276f9dbb,Google,"Made to believe that music experience would be relevant, but whenever it came up, was shut down in favor of ""following the guidelines."" Was made to believe that there would be health benefits: NOPE. The prices are identical to the marketplace.
The amount of research is minimal. Most of the research has to go through designated sources, so the majority of this job is data entry. The only reason I'm keeping this job right now is as supplemental income. If you're looking for a real job, look elsewhere.Access to Google perks is nice, job is terrible",0,3,2,1.0,0,2,0,0,0.0,0,0,3,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,2,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.039,0.86,0.101,0.5,0.5,0.0,-0.21900000000000003
25,102,30,cmp-review-be4da9be11a51c52,Google,"It's nice to go to work where you see squirrels and birds in the tree and get free food. The culture is young, but innovative with many smart people. It was a comfortably challenging job.Beautiful grounds",0,5,5,1.0,1,4,0,0,1.0,0,1,4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,5,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.63,0.37,0.0,0.0,1.0,0.685
26,104,31,cmp-review-b32959a9e708ee93,Google,"not bad, could be better. Learned a lot and would reccomend starting here to get a foot in the door and learn valuable skills. But would want the company to be more open about why they provide compensation and actual work.Good place to start",1,3,2,0.0,0,5,0,0,0.0,0,0,5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,1,4,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.789,0.211,0.5,0.5,0.0,-0.14450000000000002
27,106,32,cmp-review-6d881e2c47554de6,Google,"This job was very rewarding because i was given the opportunity to help, low income, minority students brushen up their skills before they went on to the next grade.Amazing work environment",0,5,5,1.0,1,5,0,0,1.0,0,0,5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,5,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.056,0.697,0.247,0.0,0.0,1.0,0.5954999999999999
28,108,35,cmp-review-fc8be02548950338,Google,"I was a Contractor at X for about a year. You almost get all the benefits as a full time employee, but not the normal status of a FTE. You will be looked down upon due to this reason.Operations Technician",1,4,5,0.0,1,5,0,1,0.0,0,0,5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,1,5,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.948,0.052,0.0,0.0,1.0,0.526
29,110,36,cmp-review-3933db1d4580513a,Google,"Great place to work at, lots of benefits, free food, gym, massage etc. Employee feel so relaxing to work at Google which is way too good for employee.Google",0,4,4,0.0,1,4,0,1,1.0,0,0,4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,1,4,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.575,0.425,0.0,0.5,0.5,0.4625
30,112,37,cmp-review-54876efc8cf5cf75,Google,working for them was really nice and easy. very peaceful and friendly. Wish there were many more places like this one. As long as you do what your suppose to do as any other place your good! especially at Googlereally a fantasy Job,0,5,4,0.0,0,4,0,0,1.0,0,0,5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,1,4,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.615,0.385,0.0,0.5,0.5,0.4425
31,114,38,cmp-review-122be0c5dec23612,Google,"Being a contractor at Google has it's downside for sure. Management views you as disposable, you're not afforded the obvious benefits of full time employees and you can't remain at the company for longer than 2 years. Google is a fast moving machine and I was afforded the opportunity to work on a huge variety of projects with a LOT of autonomy.Incredibly smart, talented and amazing people",0,4,5,1.0,1,5,0,0,0.0,0,1,2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,5,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.027,0.709,0.265,0.0,0.0,1.0,0.6190000000000001
32,116,39,cmp-review-538ab999e51d6356,Google,"Typical day of work - admin, emails, client service, team meeting, cross functional team work, best practice sharing, travel to client meetings, quarterly planning
Excellent work culture
Good management team
Excellent perks and benefits
Good cross functional collaborationAgency Business Development",0,5,4,1.0,0,4,0,0,1.0,0,1,4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,5,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.584,0.416,0.0,0.5,0.5,0.45799999999999996
33,118,40,cmp-review-2d37d6b4d013d804,Google,"Great perks and benefits. Terrible people management.

I never felt comfortable at Google. Everything you do is logged and closely monitored leaving the management team with the ability to use any negative performance metric against you for your performance review. Google certainly plays favorites.Stressful",1,1,3,0.0,0,1,0,1,0.0,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,1,1,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.164,0.604,0.231,0.0,1.0,0.0,0.0335
34,120,41,cmp-review-f6fc70167215b14a,Google,"Management is incredibly flexible with work hours and starting/leaving time. Working from home happens often. Parking and commute can be a pain due to congested roads. Workplace is open environment, so it can get loud. Lots of interesting, challenging problems you're likely to never see anywhere else. Security has the benefit of having the support of upper management tiers, making it less cumbersome to get your work done. Friendly working environment, albeit the job itself can be very, very stressful if you're bad about work/life balance.Productive Workplace, Often Stressful",0,2,4,1.0,0,4,0,1,1.0,0,0,4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,4,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.151,0.688,0.161,0.0,0.5,0.5,0.255
35,122,42,cmp-review-7b22383e6f991e1e,Google,Bad structure and poor management. Nothing ever makes any sense. They have lied about its compensation in the beginning and snese then the pay structure still doenst add up.Stressful with lack of structure,0,4,1,0.0,0,1,0,0,0.0,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,1,2,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.315,0.685,0.0,1.0,0.0,0.0,-0.6575
36,124,43,cmp-review-d213dc26adeddb55,Google,"If your political views aren't in agreement with management, you'll be treated badly. They will not let up until you leave. It's all about politics.If your political views aren't in agreement you'll be treated badly",0,3,4,0.0,0,1,0,0,1.0,1,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1.0,0,1,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.297,0.703,0.0,0.0,0.5,0.5,0.1015
37,126,44,cmp-review-068e0ff6f5b43ead,Google,Fun Place To Work and Learn in small teams. Great food and great preks. Flexible work hours and holidays Good benefits including massages at work. Good job stability.Fun Place To Work and Learn,0,5,5,0.0,0,5,0,1,1.0,0,0,5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1.0,0,5,0,5,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.506,0.494,0.0,0.0,1.0,0.747
38,128,45,cmp-review-63a3b0dd8baffc98,Google,working in Goggle is very secretive company not to expose they product once the project finished they let you go. I enjoy working in even in short time.they have all the recreational in the company,1,5,5,1.0,0,5,0,1,1.0,0,0,5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0,5,1,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.873,0.127,0.0,0.0,1.0,0.5635
39,130,46,cmp-review-dc13120c6ff149ad,Google,"Good place to work for, People are very helpful. I loved working for the company. Very competitive, embrace all different culture of different world. food is good and free.Good place to work for,",0,5,4,1.0,1,5,0,0,1.0,1,0,5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0,5,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.596,0.404,0.0,0.5,0.5,0.452
40,132,47,cmp-review-2e0957d3acff0ace,Google,"Great place to start out. They train you for everything you need to know. Good free food everyday. Nice break rooms with lots to do, and a one year contact that can turn into a second year one as long as your a good employee.Great place to start",0,5,1,0.0,1,4,1,0,0.0,0,0,3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0,3,0,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.714,0.286,1.0,0.0,0.0,-0.357
41,134,48,cmp-review-b2a38df306de9d36,Google,"As a consultant it is a very Strange culture. Often overwhelming feeling of being ""on the outside, looking in"" and treatment of contractors is very different than other companies. They try very hard to keep them separate from the employee culture (putting them in their own areas or not integrating them with employees etc) Google has a pool of great brains, graduated from best universities. However their lacking in expertise in the field they are employed leaves them miles behind other tech companies in finding a solution or curing the 'bleeding' - so back office operations are very primitive, and use of BPO's high. Still very manual considering they are a tech giant.
Company needs more diversity in seasoned and experienced employees. People are reclusive here, like there is no other world outside of the company, and entitlement is prevalent.

Benefits culture is good, with free food and activities, however teams still lack cohesion - the kind that other companies have mastered. It seems all the perks won't build a great team, unless you have a good manager that has people skills. Which is something that is lacking here.

Overall, they have good pay, and good work life balance, since no one really is burning the midnight oil here.great brains, but lacking in expertise",0,4,5,0.0,1,2,0,0,0.0,1,1,3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,1,4,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.04,0.841,0.119,0.0,0.0,1.0,0.5395
42,136,51,cmp-review-67ca6d767d379475,Google,Great company with great benefits. Will challenge you to learn a new and productive skill as well as understand how hard you can push yourself to do good work . Team atmosphere that I really enjoyed .Great workplace if you live hard work while sharing commrodarie to get the job done good .,1,5,5,0.0,0,5,0,1,0.0,0,0,5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,5,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.04,0.526,0.434,0.0,0.0,1.0,0.697
43,138,52,cmp-review-86a32d147fb969c2,Google,"As a contractor you don't reap full compensation and benefits as full-time, but you work with amazing people and enjoy considerate work life balance. Opportunities to network and explore within the company are present.Excellent culture and work-life Balance",0,5,4,1.0,1,5,0,0,1.0,0,0,4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0,5,0,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.633,0.367,0.0,0.5,0.5,0.4335
44,140,54,cmp-review-868b98b083fe2d71,Google,"The day Starts With lots of emails
Service starts its crazy busy and Customer's want customized food vegan gluten free E.T.C... They want it now.lots of inexperienced hourly employe's and no time to train them. meeting's.so on and another service with no break in service.
The Great things are paid holiday's PTO and Weekends offWeekends off paid holiday, PTO but its hard to get your job done when there are so many levels of management to go through .",0,3,5,1.0,1,3,0,0,0.0,0,1,3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0,4,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.077,0.818,0.105,0.0,0.0,1.0,0.514
45,142,55,cmp-review-818a8fb45b506229,Google,"Top 12 things I like
Work culture
Technology
Salary
Googliness
Innovation
Growth
Teams
Stability
New Ideas
Groups
Meetings with purpose, action item and goal
GlobalGreat place to work",0,3,3,1.0,0,3,0,0,0.0,1,1,3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0,3,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.708,0.292,0.0,1.0,0.0,0.146
46,144,56,cmp-review-24cdda7ab82c3a49,Google,"Securing data.
Good Management.
Rich in culture.
Good food.
Loved mostly being able to be around friendly people who wanted to help everyone succeed in what they do.Fun place to be. Good People.",0,3,3,0.0,0,5,0,0,1.0,0,0,4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,5,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.465,0.535,0.0,1.0,0.0,0.2675
47,146,57,cmp-review-1f913afb42353d1b,Google,Great company and benefits that makes it a priority to provide a comfortable work environment. There are many perks and great benefits that create incentives to be a part of the company long term.Great company and benefits,0,5,5,1.0,0,5,0,1,0.0,0,0,5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0,5,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.523,0.477,0.0,0.0,1.0,0.7384999999999999
48,148,59,cmp-review-cb8dd3eb9c34e6b9,Google,"Working for Vaco was my first real job out of college. They recruited me two months after I graduated and I wasn't going to pass up on an opportunity to to work for Google. Been here for 3 years and its been a wonderful 3 years. The people, culture, and experience was like no other and I wouldn't have traded my experience for anything. Looking forward to taking what I've learned here to the next step and put myself on the job market again.Career",1,4,3,1.0,0,5,0,1,0.0,0,0,3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0,4,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.026,0.869,0.106,0.0,1.0,0.0,0.04
