,Unnamed: 0,Unnamed: 0.1,user_ids,company_name,all_text,assist,balance_sc,benefit_sc,ca,contract,culture_sc,data,engineer,former_current,front,lead,management_sc,month_1,month_10,month_11,month_12,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,ny,other_states,overall_sc,research,security_sc,speacialist,support,test,wa,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,permanent,text_neg_score,text_neu_score,text_pos_score,num_neg_score,num_neu_score,num_pos_score,final_cul_sc
11,68,11,cmp-review-092b401dae646f49,Google,"Fun place to work, challenging days, exciting to meet new faces, struggles include management styles and drama with the separation of teams. Enjoyed my role and kept to myselfProductive and fun place",0,5,5,0.0,0,5,0,0,0.0,1,1,5,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,5,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1,0.058,0.602,0.34,0.0,0.0,1.0,0.641
12,72,12,cmp-review-580b5fdff32c85f2,Google,"I loved the people I worked with at Google, as well as the corporate culture. It takes time to get used to the day-to-day, but it's a great place to work if given the opportunity.A wonderful company to work at",0,5,5,1.0,0,5,0,0,1.0,1,0,3,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,5,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1,0.0,0.692,0.308,0.0,0.0,1.0,0.654
13,76,13,cmp-review-32b469dbe2151572,Google,It has a work hard play hard culture. It is a great place to build your career. I was here 6 months on an internship. It was a great opportunity to grow as a professional.productive and fun,0,5,5,1.0,1,5,1,0,0.0,0,0,5,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,5,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1,0.064,0.552,0.384,0.0,0.0,1.0,0.6599999999999999
14,80,14,cmp-review-eac487aaed27b5cf,Google,"Love working for Google! Plenty of autonomy, correlation between effort and reward, and sufficient challenge. Great management and very supportive of career advancement.Great place to work",0,5,5,1.0,0,4,0,0,0.0,0,1,4,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,4,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.566,0.434,0.0,0.5,0.5,0.46699999999999997
15,84,15,cmp-review-d0ff4ac0fe583f46,Google,"If you ever join Google, BE VERY CAREFUL OF WHICH TEAM YOU JOIN. I was a part of the Android team and it was the worst. Culture was awful. Management was poor. Communication was the biggest problem with all the Indian people.The worst job I have ever had",0,2,2,1.0,0,1,0,1,1.0,0,0,1,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,2,0,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.272,0.592,0.136,1.0,0.0,0.0,-0.5680000000000001
16,88,16,cmp-review-40157070a5598e9e,Google,Many cool events to know more people. Micro-kitchen is a great place to know people from your floor (or anyone who has meeting in that floor). Amazing work culture. You can bring dog to work (that's not a secret anymore).Fun workplace,0,4,4,1.0,0,5,1,0,1.0,0,0,4,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,4,0,4,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.779,0.221,0.0,0.0,1.0,0.6105
17,92,17,cmp-review-3cba36d3a9e431ee,Google,"Google was a great place to work in every way. I wouldn't trade that experience for anything. From my manager to the culture, everything was top-notch,Amazing Opportunity With Amazing People",0,5,5,0.0,1,5,0,1,1.0,0,0,5,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,5,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.7,0.3,0.0,0.0,1.0,0.65
18,96,18,cmp-review-f4b18b33f0d95480,Google,"If you want a workplace where you can take vacation whenever you want, and nobody cares how you dress to work, this is it.

It's such a big company tho, that it's very easy to get lost in the crowd in regards to your work standing out and advancement opportunities.Relaxed work atmosphere.",0,5,4,1.0,0,4,1,0,0.0,0,0,3,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,5,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.041,0.802,0.157,0.0,0.5,0.5,0.308
19,100,19,cmp-review-6247b544c9f235fb,Google,Great job for someone that loves computers and driving. This job gave me a chance to travel and meet new people along with making a great paycheck. My team was top notch and there was nothing i would change or ask for. I loved my experience there.Great job and wonderful team to work with.,0,5,5,0.0,0,5,1,0,0.0,0,0,5,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,5,0,5,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.649,0.351,0.0,0.0,1.0,0.6755
20,104,20,cmp-review-328249d4f2ceded0,Google,"People are the smartest people you will meet. Everyone is so laid back and the culture is fantastic. You can choose to work remotely from home if you choose to. Also, you have the freedom to do any 20% project you would like.Fun and exciting work place",0,5,5,1.0,1,5,0,0,1.0,0,0,5,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,5,0,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.741,0.259,0.0,0.0,1.0,0.6295
21,106,21,cmp-review-f56948851d0a074f,Google,Google is a great place to work. Friendly accepting environment. The culture of Google is ever changing which makes it very diverse in everything that they do.Great place to work,0,4,5,1.0,0,4,0,0,0.0,0,0,4,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,5,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.724,0.276,0.0,0.5,0.5,0.388
22,108,22,cmp-review-b36b3d5600232324,Google,Overall the place was great. Managers were awsome. Everyone got along well. It was very competitive but it was fun. My time there was short but I enjoyed it.Great and fun environment,1,4,4,0.0,0,4,0,0,1.0,0,0,4,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,4,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.569,0.431,0.0,0.5,0.5,0.4655
23,110,24,cmp-review-8ad89d38503afa73,Google,Great job great environment the people are very nice they offer free lunch and dinner the mangers are excellent it's just an overall great place to workGoogle,0,5,5,0.0,1,5,0,0,1.0,0,0,5,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,5,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.484,0.516,0.0,0.0,1.0,0.758
24,112,25,cmp-review-f839f31ca37cc790,Google,"This was a fun place to work and got to travel to CA and PA to see the offices and meet some really smart people. Google is a great place to work.... if you're hired directly, but if you came in by an acquisition, you were doomed from the start! Never got a real shot to shine, just immediately cross trained your replacement and that really brought down the morale of the team.Its was fun, that's it!",0,4,4,0.0,0,4,0,0,1.0,1,1,4,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,4,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.067,0.797,0.136,0.0,0.5,0.5,0.2845
25,114,26,cmp-review-88fec1f52b34bf8e,Google,"Great benefits, great people, innovative projects. A self-starting culture that runs like a large startup. Hardest part of the job is getting overwhelmed with multiple projects in a core role while juggling passionate side projects.Overall a good place to work",0,4,5,1.0,0,4,0,0,1.0,0,1,4,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,5,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.542,0.458,0.0,0.5,0.5,0.479
26,116,28,cmp-review-2fe4efdac6928fb3,Google,"As a software engineer intern, I learnt a lot during the internship, and get the chance of experiencing large scale project. The culture, the people and the benefit there are all great.great company culture",0,5,5,1.0,1,5,0,1,1.0,0,0,5,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,5,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.853,0.147,0.0,0.0,1.0,0.5735
27,118,29,cmp-review-ea7a79965ad0c578,Google,"The environment is innovative and everyone has a voice. If the area in which you are involved is not an area of extreme expertise or knowledge, each person still has a voice. This leads to creative solutions AND sometimes drives the business a direction that won't work now and will work later. Course correcting happens a lot. We are a very young (1 yr old) hardware operations organization. Exciting times - it's just in the wrong geographic location for me.Collaborative environment",0,5,5,1.0,0,5,0,0,0.0,0,1,2,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,5,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.037,0.835,0.128,0.0,0.0,1.0,0.5455000000000001
28,120,31,cmp-review-9de44b36c92348f2,Google,"Company has exciting vision and many growth opportunities.
Many people work long hours.
Team/group may have its own culture.
Company is experiencing rapid growth expansion in some areas while other business reaches mature stages.company with many growth potentials",0,4,4,1.0,0,3,0,0,0.0,0,1,3,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,5,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.605,0.395,0.0,1.0,0.0,0.1975
29,122,32,cmp-review-b7cd3ec4cb67d8ba,Google,"Google is wonderful place to work, it is like dream come true. Best place to work, Fun, Facilities are awesome. really really good place.
Food is good.Excellent place to work",0,4,4,1.0,0,4,0,1,1.0,0,1,4,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,4,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.458,0.542,0.0,0.5,0.5,0.521
30,124,34,cmp-review-c7429ec070a50b3a,Google,"If you can turn a blind eye to all of the dishonesty around you and focus on your job you will be very happy. Typical with large sales organizations, they look away from those that lack integrity as long as they produce numbers. It can be very cut throat but also the best training and learning experience you will get at any job. Treat it as a privilege to learn and go ""all-in"" and you will have a long and prosperous career. Not the culture for an honest contrarian. Long hours but excellent payout.Fun job, but too much smoke and mirrors",1,2,5,1.0,0,1,0,0,0.0,0,0,3,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,3,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.042,0.709,0.249,1.0,0.0,0.0,-0.3965
31,126,35,cmp-review-6bffebb174a7fe87,Google,"I worked for Google Ad Words where the environment is very competitive which is fine with me all sales environments are competitive. The job was going well until we found out we were going to a quarterly commission base pay from a monthly. We were told that we were getting a raise to compensate for the change in pay but we were not given the raise. I understand the reason behind the team not getting the raise. As a unit we failed to meet certain goals so in turn our pay was cut short. I love the job overall though, working with clients to maximize account performance is fun and I've learned a lot working for Google Ad Words.Google Work Experience",0,5,4,0.0,0,5,0,0,0.0,0,0,4,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,4,0,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.085,0.771,0.144,0.0,0.0,1.0,0.5295
32,128,36,cmp-review-78afd01044886f37,Google,"Working at Google is great and there are not a lot of issues working there. However, the one area at Google that could have been improved upon was the work life balance. As I grew older, working long hours was not what I wanted to do. As I progressed through my career at Google, I struggled to maintain a great work/life balance and found it difficult to disconnect from work due to the fact that I was working on many high pressure, high visibility projects. Other than that, Google is a great place to work and it is what you make out of it.Google is a great place to work and advance your career",0,2,5,0.0,0,4,0,0,1.0,0,0,5,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,4,0,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.057,0.785,0.158,0.0,0.5,0.5,0.3005
33,130,37,cmp-review-18f4bf8bde5d0f3d,Google,"I liked the culture, the projects, and the opportunity to work with stellar colleagues who taught me a lot about how to be a top rate professional. Project deadlines could be challenging. You have to be prepared to learn rapidly.Good People to Work With",0,5,5,0.0,0,5,1,1,1.0,0,0,5,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,5,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.768,0.232,0.0,0.0,1.0,0.616
34,132,38,cmp-review-c71e32ac75fb6122,Google,productive and fun work place. very social work place with lots of friendly vibes. meeting lots of people. learning and educating others. being apart of google history.productive and fun,0,5,4,1.0,0,5,0,0,0.0,0,0,5,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,5,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.726,0.274,0.0,0.0,1.0,0.637
35,134,39,cmp-review-db31b2813ffb878a,Google,"Professional & friendly environment, free food/gym/perks/snacks etc.
As a contractor - not a lot of room for growth. Its good for a family person (35y.o. and above). For young person - better to work in fast-paced competitive start-upGood",0,5,3,1.0,1,5,0,1,0.0,0,0,4,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,4,0,5,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.61,0.39,0.0,0.0,1.0,0.6950000000000001
36,136,40,cmp-review-c95d58a298cc1e44,Google,"Overall, Google is an amazing place to work. Your day-to-day can be vastly different depending on what team you're on and what your role is. The one thing that's consistent for all teams is that innovators and those with a motivated work ethic will excel, no matter where you are on the corporate ladder.Great benefits. Nurturing environment for motivated individuals.",0,0,0,0.0,0,0,0,0,1.0,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,5,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.03,0.702,0.268,0.0,0.0,0.0,0.11900000000000001
37,138,42,cmp-review-0603e6aeb37d9988,Google,"You will work hard
You will work together
You will have fun
You will learn new things
You will get stressed out

In my experience everyone is treated as a responsible adult. The culture is fantastic and collaborative.

The only gripe I have is that often there are high level direction changes that require you to refocus on a new area without notice and the can be a problem when in an external facing role as you will have to redirect partners who are not privy to that direction change.Excellent place to work",0,5,5,0.0,0,5,0,0,1.0,0,1,5,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,5,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.066,0.841,0.093,0.0,0.0,1.0,0.5135
38,140,43,cmp-review-b8cb95ee02d93d56,Google,"Great job, meet tons of people.
Travel is great. Visible job. You will encounter tons of people wanting to talk about your job daily.
Software experience neededGreat job but no room for advancement",1,4,3,0.0,0,4,0,1,0.0,0,0,4,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,4,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.074,0.792,0.135,0.0,0.5,0.5,0.2805
39,142,46,cmp-review-cbbdeee0f424d27e,Google,"Very relaxed yet competitive work culture. Learned to work in diverse environment, improved management and technical skills. Never thought working would be fun before working in Google!Excellent working environment and work culture",0,5,5,1.0,0,5,0,0,0.0,0,1,4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,5,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.697,0.303,0.0,0.0,1.0,0.6515
40,144,47,cmp-review-be4da9be11a51c52,Google,"It's nice to go to work where you see squirrels and birds in the tree and get free food. The culture is young, but innovative with many smart people. It was a comfortably challenging job.Beautiful grounds",0,5,5,1.0,1,4,0,0,1.0,0,1,4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,5,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.63,0.37,0.0,0.5,0.5,0.435
41,146,49,cmp-review-a1069340927acf87,Google,"I was a contractor so my experience was different than employees. but, it was a great gig for me. Team was supportive, manager was great, and the perks awesome! the food alone was enough to make me love working there. I learned a lot, contributed to the team in big ways, and worked with amazing people!great team and good managers",0,4,4,1.0,1,5,0,0,1.0,0,0,5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,5,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.03,0.555,0.415,0.0,0.0,1.0,0.6925
42,148,53,cmp-review-538ab999e51d6356,Google,"Typical day of work - admin, emails, client service, team meeting, cross functional team work, best practice sharing, travel to client meetings, quarterly planning
Excellent work culture
Good management team
Excellent perks and benefits
Good cross functional collaborationAgency Business Development",0,5,4,1.0,0,4,0,0,1.0,0,1,4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,5,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.584,0.416,0.0,0.5,0.5,0.45799999999999996
43,150,55,cmp-review-ab029aeeb13ec845,Google,Google is all about the bottom line and you feel it in the culture. It is a high-pressure company with a high expectation of results. They provide a lot but they expect a lotIt's a big company,0,3,3,1.0,0,2,0,0,0.0,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,4,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,1.0,0.0,0.5,0.5,0.0,-0.25
44,152,57,cmp-review-3acc93261a589e6c,Google,Supportive culture and nice people. Makes it fun to work there. Impactful projects. Good food. Depending on how high up your position is affects your work life balance.Great culture,0,4,4,1.0,1,5,0,1,1.0,0,0,4,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0,4,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.691,0.309,0.0,0.0,1.0,0.6545
45,154,58,cmp-review-92643f12765f9cd9,Google,"Coordinate events that took place in building.
Managed fluid work environment for software engineers.
Free Food!
Hardest part about the job was staying busy because sometimes there really was nothing to do. I have never been comfortable with sitting around doing nothing.
Management was great.Productive and Steady Work environment",0,4,3,1.0,1,5,0,0,1.0,0,0,5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0,4,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.052,0.88,0.069,0.0,0.0,1.0,0.5085
46,156,59,cmp-review-d213dc26adeddb55,Google,"If your political views aren't in agreement with management, you'll be treated badly. They will not let up until you leave. It's all about politics.If your political views aren't in agreement you'll be treated badly",0,3,4,0.0,0,1,0,0,1.0,1,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1.0,0,1,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.297,0.703,0.0,1.0,0.0,0.0,-0.6485
47,158,60,cmp-review-dad2156017c0ce25,Google,"Loved my position. However, the project wasn't forever. Great place to work with great people. Super fast paced work day. So many cool projects to be apart of.Fast pace and challenging. Always keeping up with the changes",0,4,4,0.0,0,5,0,0,0.0,0,1,3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,1,5,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.065,0.615,0.319,0.0,0.0,1.0,0.627
48,160,61,cmp-review-ea167bc56b919867,Google,"There really is, Not a Typical Day. It's always changing, and it keeps you on your toes. Very exciting and collaborative.

I learned that the Google culture is very inviting and collaborative, which was a huge change from my previous places of employment. My Peers actually invited my ideas and respected my knowledge.

My Managers were top notch. I could not ask for better.

The Culture at at Google is Great. Lots of diversity, a very lean dress code, and you can bring your dog to work with you if you wish. Bow Wow.

The hardest part of my job was leaving, after being such an integral person of the development of the Operations Dept. of the Carolina's.

The most enjoyable part of my job, was seeing success. The contracts taking hold and being executed. The Network being built, accepted and customers signing up. To be point blank, Watching Growth that I had been personally responsible for. To be a part of a start up, in the already saturated Telco and ISP industry, making waves with the incumbents and making history at the same time. This is definitely a part of telecom history that will never be forgotten, and I am very proud to have been a part of that.Productive and Inviting place to work.",0,5,5,0.0,1,5,0,0,1.0,0,1,5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,1,5,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.01,0.787,0.202,0.0,0.0,1.0,0.596
49,162,62,cmp-review-8ef5e93c51760415,Google,I loved how fun and easy it was. Everything was made very simple and the work load was beyond a breeze. I loved working with the children and the team of coworkers.Very enjoyable and fulfilling work,0,5,5,0.0,1,5,0,0,0.0,0,0,5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,1,5,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0.0,0.624,0.376,0.0,0.0,1.0,0.688
